,content
1334,各种类型肺炎痰液性质和颜色？ 各种类型肺炎患者痰液性质和颜色有些什么区别？
1335,高血压    第七章测试题。第一个。选卡托普利而不选 硝苯地平？？
1336,抗高血压药物 高血压伴心绞痛及哮喘患者，出现肾功能不全时，下列最适合的治疗药是A.氢氯噻嗪B.硝苯地平C.哌唑嗪D.卡托普利
1337,肝脏 肝血不足对于女性来讲是月经不调，但是对于男性有何表现？
1338,臂部有关血管神经的走行    以肱二头肌内、外侧沟为标志，分析臂部有关血管神经的走行及临床意义。
1339,老师，您好。请问包皮过长什么年龄段做手术比较好一点
1340,外感后干咳！ 女性，外感后干咳，无痰，咳时为三四声咳，夜间为重，舌质谈白！是否为寒咳！
1341,夏天怕热，冬天怕冷这是什么病理    我夏天别正常人怕热，冬天比正常人怕冷，这是因为阴阳两虚吗
1342,请问老师针灸练习的禁忌有哪些？
1343,作业 患者男性，30岁，头晕、头痛、恶心、呕吐1周，体格检查：T36.6℃，P80次/分，R20次/分，BP180/100mmHg，神志清楚，双下肢明显水肿，Hb60g/L，尿蛋白（+++），蜡样管型0~1个/HP，尿红细胞2~3/HP，CO2CP 13mmol/L，BUN 21mmol/L，家庭经济困难。（1）该患者初步的医疗诊断（3分）（2）患者目前的主要护理诊断（5分）（3）如何对患者进行健康教育（12分）
1344,经络 胸腹前的三侧线，分别是哪三条经脉经过？分别距正中线多少寸？
1345,课堂讨论——案例（七）    老年男性，72岁，因右侧肢体活动不灵12小时入院。颅脑磁共振检查提示左侧基底节区脑梗塞。1. 入院查体时深反射和病理反射可能出现的阳性体征是什么？2. 此患者治疗半月后出院，出院后继续进行口服药物治疗和康复治疗。半年后查体右侧肢体上肢肌力近端3级，远端0级，下肢肌力近端4级，远端3级。目前深反射和病理反射可能出现的阳性体征是什么？
1346,怎么记住这十二经脉的名字？
1347,课堂讨论——案例（九）    患者，苏某某，女，22岁。主诉四肢紫癜、头晕2个月，阴道大量出血10多天。患者于两个月前开始四肢紫斑，头晕、心慌，间有低热，关节酸痛，偶有鼻血，10多天前阴道出血，量多，经输血等治疗，效果不好，乃入院治疗。 过去月经周期正常，经量不多。体格检查：体温38℃，脉搏98次／分，血压15／9kpa。轻度贫血貌，四肢散在性紫癜，右臀部有大块紫斑，无压痛，浅表淋巴结不大，巩膜无黄染，口腔双例颊部粘膜可见小血泡，胸骨无明显压痛，肺(—)，腹软，无压痛，肝脾未触及。妇科情况未检，四肢关节无红肿．活动无障碍，神经系统检查无异常。外周血及骨髓检查：血红蛋白80g/L，白细胞2×109/L。中性杆状核5%，中性分叶核40%，淋巴52%，幼稚粒细胞3%，血小板10×109/L。骨髓象：增生明显活跃，原粒6%，早幼粒62%，后者细胞较大，脑浆丰富，可见大小不均的淡紫红色颗粒粒，核圆形，核仁1—2个，红系受抑制，全片未见巨核细胞，血小板少见。患者入院后检查：肝肾功能正常，凝血时间(试管法)6分钟，APTT 25秒(对照14秒)，PT 15秒(对照11秒)，纤维蛋白原定量1g/L，3P试验(+)，DD二聚体(+)。讨论问题：1. 患者止血与凝血检查有何异常？2. 根据本案例，请分析哪些因素引起出凝血异常。3. 根据以上案例信息，病人可能的诊断是什么？请列出诊断依据
1348,避孕药    避孕药一般指女性用避孕药，多由雌激素和孕激素配伍而成，也有单方的孕激素及一些非甾体药物。避孕药能影响生殖过程的不同环节，从而达到抗生育的目的。男性用避孕药目前还没有满意的药物。 根据作用机制不同，避孕药可以分为以下几类：①主要通过抑制排卵，并改变子宫颈黏液，使精子不易穿透，，如雌激素和孕激素组成的复方制剂。②主要通过改变子宫和输卵管的活动方式或其他方式，阻碍受精卵的运送，如小剂量孕激素，外用杀精剂和绝育药也属于此类。③主要干扰孕卵着床的药物，如大剂量孕激素。④主要影响子宫和胎盘功能的药物，如抗孕激素、3β-羟甾脱氢酶抑制剂及前列腺素等。根据给药途径的不同，避孕药可以分为口服避孕药、注射用避孕药、外用避孕药和皮下埋植避孕药。
1349,动作电位   有髓神经纤维与无髓神经纤维其动作电位在细胞膜膜上传导有什么差别?
1350,做好出院准备 出院患者在出院后不久再次住院治疗通常被作为医院质量评价的不良指标，那么作为护士如何在患者住院期间为其做好出院准备，减少其出院近期再次入院？
1351,运动对血压的影响   某正常男性青年在进行中等强度跑步运动后，测量有关生理参数如下：问题1.运动后每分输出量有何变化？为什么？ 2.运动后外周阻力有何变化？请说明你的依据。3.运动后脉压有何变化？试解释其机制。
1352,关于维生素B 维生素B（Vitamin B）旧称维他命B，是B族维生素的总称，它们常常来自于相同的食物来源，如酵母等。属于水溶性维生素。
1353,中医内科-气血津液病-3 自汗盗汗 4消渴 糖尿病 5长期低热    3 自汗盗汗证 【爱出汗 】 4 消渴（糖尿病） 5 内伤发热（长期低热）
1354,气管切开手术入路经过哪些层次？应该注意哪些问题？
1355,石门 老师：那石门穴的穴名有什么含义呢？它与胞宫有关系么？
1356,抑郁是因为肝病变还是因为抑郁引起肝病变
1357,痛经 老师：痛经选择脾经穴位时，有交叉选穴么？还是俩腿的三阴交，地机都针灸？
1358,为什么每天醒来后喉咙都痰？  女性，年龄50岁，毎天清晨醒后喉咙都有痰，并在漱口前咳出一小豆大的粘稠淡黄或白痰核，余无其他异常。
1359,请问老师竖脊肌损伤有何临床表现？又如何去保护呢？
1360,"老师，我自己试着针灸，好多问题，希望解救一下我    想学针灸，喜欢针灸，但是现在还没有师傅领着。所以好多问题，希望趁机问一下老师。我现在是在自己身上下针，想体会针感。患者该有的针感，和医者该有的针感我静心静气还是体会不到，或者是说不确定是不是体会到了。下面是具体的问题:1,老师，你们给患者用针的时候，很注重并且能很清晰体会到针感吗？2,《针灸甲乙经》上说，每个穴位要留针多少息。我看还有说，留针多少息没有具体要求，关键是气至，我有点晕乎。3,我找穴位的两个准则是，有凹陷，下针轻微痛或是不痛，这样找穴位，应该没问题吧？4,进针手法都是，左右捻转缓慢进针，这样行吗，我不太敢一下扎进去5,扎足三里时，针下到两三分时，总是进针困难，也感觉不到疼痛。每次都是反复捻转，向里用力，两三分钟，才能突破，然后就很顺畅下到1寸。老师，这是为什么？足三里淤堵吗？6，出针的时候，书上说，如果是释放邪气，需要摇大针孔，缓慢出针。补的话，气至，极速出针，按压针口。老师，你们也是这样操作吗7,艾灸，针灸时，唾液总是分泌旺盛。但有的时候，很黏稠，忍不住想咽，有时候，像是口水一样稀薄忍不住吐出来。好奇怪的感觉，不知道怎么回事"
1361,醛缩酶    醛缩酶分别在哪些条件下发生正反应和逆反应呢？
1362,阴阳 什么是阴中求阳？阳中求阴？
1363,糖尿病病人如何做好血糖的自我监测？
1364,面部危险三角及其临床意义   试述面部危险三角的构成以及面静脉与颅内海绵窦通连的具体途径。为什么说海绵窦血栓性静脉炎是一种非常凶险的疾病？
1365,如何从咳嗽声音及痰的变化等，来区别虚实？   如何从咳嗽声音及痰的变化等，来区别虚实？（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
1366,空间结构和空间构想有什么区别？
1367,肠梗阻    老师：我肠梗阻的时候，医生把上下巨虚和条口穴都扎了，没有扎天枢和关元，这样选穴也是可以的吧？
1368,常见月经异常 常见症状
1369,如何辨别某种调节为自身调节，对于自身调节的定义不是很清楚
1370,测试这道题时，选了硝苯地平，但是答案显示是错的，想问一下老师，这道题硝苯地平可以扩管，降低心肌耗氧，为什么不用呢？
1371,老师好，那我们学习中医时，是站在西医的角度，还是在中医角度看
1372,湿邪 老师：尿道炎就是热淋吧？是湿热下注的原因，并且跟脾有关对么？它跟膀胱，肾有关么？
1373,动作电位   超极化后电位是如何恢复为静息电位的？
1374,比如：风寒、风热、燥热、风寒湿这些合邪为什么就不单独分个什么邪出来？
1375,心绞痛和心肌梗死区别 心绞痛和心肌梗死临床上有哪些不同？护士观察的重点有何不同？
1376,石门 老师：那石门穴的穴名有什么含义呢？它与胞宫有关系么？
1377,如何理解“有一份恶寒便有一份表证”？ 请你根据恶寒和发热同时出现的症状，说说你对有一份恶寒便有一份表证的理解！（请点击“回复”，回答本题可以获得讨论分。注意：点击“向老师提问”是没有讨论分的哟）
1378,什么是心包窦? 有何临床意义?
1379,精子产生和排出的途径。。。。
1380,了解硝酸甘油和速效救心丸的区别吗？  好多人总觉得心绞痛是服用急救药，但你懂得这两个的区别吗？
1381,问诊 孙老师：如果是恶寒轻发热重，是否可以认为是邪衰正盛呢？
1382,"合谷穴是手阳明大肠经的原穴，与手太阴肺经互为表里。肺主皮毛，又主一身之气，气体轻清，走上走表，针刺合谷穴可以清宣肺气，疏散邪热，主治“头疼，目赤肿痛，无汗，多汗”,合谷和复溜两穴阴阳相配，可以宣发泄热，也可以固护调补。采用不同的补泻手法可以对汗液产生不同的调节作用，先补合谷后泄复溜可以发汗；先泄合谷后补复溜可以止汗。"
1383,肾的结构   亨利氏套和鲍氏囊是什么结构，题目里面做到了但是没见过。
1384,男性会阴痒，隔几天痒一次，抓了会出水  男性会阴瘙痒，无性生活，可能是受到什么感染了，且面积逐渐变大这属于啥病，看完全部课程没有找到。希望好心人解答一下
